Data,Judet,UAT,Metoda de interventie,Sex,Detalii referitoare la eveniment,Echipa de interventie,FC,Judet_relocare,lat,long,event_type,status_log,Nr_raport,Nr_identificare
2023-08-23,Hunedoara,PETROŞANI,Alungat,Femela cu pui,"Apel telefonic la 112 prin care se semnala prezența unei femele cu 2 pui de urs pe str. Plaiului din Petroșani. La fața locului s-a deplasat echipa de interventie, procedând la alungarea animalelor. S-a considerat că nivelul de risc a fost unul redus.",Petroșani,PETROSANI 66,,45.417547,23.386328,alungare,,7178/23.08.2023,
2023-08-21,Prahova,TEIŞANI,Alungat,Mascul,"Exemplar de circa 3 ani, a patruns intr-o gradina","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",CAZACU 34,,45.120444,26.024370,alungare,swapped,3956/21.08.2023,
2023-08-21,Prahova,PLOIEŞTI,Alungat,,"Exemplar de circa 3 ani, semnalat si anterior in zona Bucov-liziera de pe raul Teleajen, alungat cu mijloace acustice si luminoase","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",BERCENI 2,,44.963356,26.058605,alungare,swapped,2591/21.08.2023,
2023-08-21,Prahova,ALUNIŞ,Alungat,Mascul,Exemplar de 3 ani  alungat din livada de pruni,"Jandarmerie, reprezentant UAT, Personal GFC",PALTINET 35,,45.131885,25.541562,alungare,swapped,5570/21.08.2023,
2023-08-22,Prahova,IZVOARELE,Alungat,,"Exemplar  aflat in livada de pruni, nu a mai fost gasit la fata locului","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",TELEAJEN 27,,45.288040,26.964436,alungare,swapped,7815/22.08.2023,
,Argeș,RUCĂR,Alungat,,Persoana apelantă a relatat că exemplarul de urs a apărut de mai multe ori în zonă. Echipa de intervenție nu a găsit exemplarul de urs. Nu au fost produse pagube. Patrulare cu semnale acustice și luminoase..,"Jandarmerie, Primărie, Gestionar fond cinegetic",RUCAR 22,,45.389077,25.171918,alungare,,,
,Argeș,RUCĂR,Alungat,,Ursul nu se mai afla în zonă la sosirea echipei. Nu s-au produs pagube. Patrulare cu semnale acustice și luminoase.,"Jandarmerie, Primărie, Gestionar fond cinegetic",RUCAR 22,,45.393809,25.166672,alungare,,,
,Buzău,BECENI,Alungat,,"In urma sesizării la 112, s- a semnalat prezența unui urs in gospodărie. Echipa de intervenție s-a întrunit pentru a alunga ursul.","Reprezentant IJJ Buzau,  UAT Beceni, persoana pagubită, reprezentant AJVPS Buzău.",BECENI 41,,45.3821003475,26.7690040321,alungare,,,
,Buzău,NEHOIU,Alungat,,Apelantul  semnaleaza prezenta unui urs in livada apropiata de locuinta sa. Echipa de interventie a parcurs la alungarea ursului din zona.,"Responsabil IJJ Buzau, reprezentant UAT Nehoiu, persoana păgubită .",PALTINIS CASOCA 35,,45.271100,26.193600,alungare,swapped,11,
2023-08-25,Brașov,BRAŞOV,Relocat,,"In urma sesizarilor numeroase privind prezenta unui exemplar de urs in curtea DAS-Camin de batrani, echipa de interventie a luat decizia de montare a unei custi de captura in curtea DAS. Exemplarul a fost capturat cu succes si relocat conform acordului de relocare emis de Garda Forestiera Brasov.","Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant Gestionar fond cinegetic",TARLUNG 25,,45.470674,25.832506,relocare,,123445,642090003724426
,Gorj,BAIA DE FIER,Alungat,Mascul,animalul a fost inlaturat in zona impadurita prin folosirea de emitatoare de sunete,"JANDARMERIA, REPREZENTAT UAT, PERSONAL TEHNIC ACV SPARTACUS",OLTET 14,,45.1714082585,23.7631612264,alungare,stereo70,8804,
,Gorj,BAIA DE FIER,Alungat,Mascul,Animal salbatic a fost inlaturat in zona impadurita si a fost indepartat prin folosirea de emitatoare de  sunete si prin senmale luminoase,jandarmeria-IJJ GORJ-PJM RANCA,OLTET 14,,45.1714082585,23.7631612264,alungare,stereo70,8789,
,Gorj,BAIA DE FIER,Alungat,Mascul,"ANIMALUL SALBATIC A FOST INLATURAT IN ZONA IMPADURITA DIN APROPRIERE PRIN FOLOSIREA DE EMITATOARE DE SUNETE SI SEMNALE LUMINOASE, NIVELUL DE RISC FIIND MARE URSUL A INTRAT IN CABANA",jandarmeria IJJ-GORJ PJM RANCA,OLTET 14,,45.1714082585,23.7631612264,alungare,stereo70,8805,
,Buzău,BECENI,Alungat,,Persoana păgubită a sunat la 112 semnalând prezența unui urs in gospodărie. Ursul a fost alungat de echipa - jandarmi.,"ReprezentantIJJ Buzau, reprezentant UAT Beceni, reprezentant AJVPS Buzau, medic veterinar, persoana păgubită",BECENI 41,,45.3821003475,26.7690040321,alungare,,,
2023-08-23,Prahova,SINAIA,Alungat,Femela,"Echipa de interventie a fost formata cu politia locala deoarece jandarmii erau la alta actiune. Femela de 2-3 ani care a distrus gardul unei curti si a fost gasita in curte mancand mere, a fost alungata cu mijloace acustice si luminoase.","Politia locala,  reprezentant UAT, medic veterinar, personal GFC",SINAIA 25,,45.211909,25.322054,alungare,swapped,21297/23.08.2023,
2023-08-24,Prahova,IZVOARELE,Alungat,Mascul,"Exemplar de 3 ani care a ucis o oaie in gospodarie si a distrus partial grajdul, nu a mai fost gasit la fata locului, s-au folosit semnale acustice si luminoase pentru alungare.","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",TELEAJEN 27,,45.280556,25.553871,alungare,swapped,7895/24.08.2023,
2023-08-26,Prahova,IZVOARELE,Relocat,Femela,"Exemplar femela de 5 ani, care a produs mai multe pagube, prins cu cusca, tranchilizat, marcat cu PH 017 URS, relocat pe acelasi FC","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",TELEAJEN 27,,45.287039,25.955660,relocare,swapped,7944/28.08.2023,PH 017 URS
,Gorj,BAIA DE FIER,Alungat,Mascul,ANIMALUL S-A RETRAS IN PADURE LA APARITIA ECHIPEI DE INTERVENTIE CEEA CE A FACUT INPOSIBILA TRANCHILIZAREA ACESTUIA IN VEDEREA RELOCARI ACESTUIA.,"JANDARMERIA , REPREZENTAT UAT, PERSONAL TEHNIC ACV SPARTACUS , MEDIC VETERINAR",OLTET 14,,45.1714082585,23.7631612264,alungare,stereo70,8893,
,Maramures,BAIA MARE,Alungat,Mascul,ANIMALUL A PLECAT IN ZONA IMPADURITA  LA APARITIA  ECHIPEI DE INTERVENTIE SI SAU FOLOSIT EMITATOARE  DE SUNETE INDEPARTAREA LUI . NU S-A PUTUT FACE TRANCHILIZAREA SI RELOCAREA ACESTUIA  DEOARECE SE RETRAGE  IN DESISIUL DIN VECINATATE.,"JANDARMERIE, REPREZENTAT UAT, PERSONAL TEHNIC ACV SPARTACUS",OLTET 14,,47.6557929063,23.5832089566,alungare,stereo70,8862,
,Gorj,BAIA DE FIER,Alungat,Mascul,ANIMALUL SALBATIC A FOST INLATURAT IN ZONA IMPADURITA SI A FOST INDEPARTAT  PRIN  FOLOSIREA DE EMITATOARE DE SUNETE  SI PRIN  SEMNALE LUMINOASE . NU S-A PUTUT SA SE PROCEDEZE LA TRANCHILIZAREA IN VEDEREA RELOCARI DEOARECE ACESTA  RETRAS  IN PADURE,"JANDARMERIE, REPREZENTAT UAT, PERSONAL TEHNIC ACV SPARTACUS",OLTET 14,,45.1714082585,23.7631612264,alungare,stereo70,8861,
2023-08-28,Brașov,SĂCELE,Alungat,,S-a amplasat o cușcă capcană pentru a captura  exemplarul de urs care vine in mod repetat în curtea pensiunii Bella Vista. Exemplarul de urs nu si a făcut apariția,"Personal Jandarmerie, Reprezentant UAT, Reprezentant GFC, Medic veterinar",TARLUNG 25,,45.603714,25.679929,alungare,,28/28.08.2023,
,Brașov,SĂCELE,Altele,,Raport inregistrat la UAT Sacele cu nr. 74336/30.08.2023. Activitate de monitorizare in vederea capturarii si relocarii unui exemplar de urs din zona pensiunii Bella Vista din mun.Sacele,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",,,45.6177238841,25.6988969146,altele,,,
,Valcea,MALAIA,Alungat,Mascul,Modalitate de alungare prin folosirea de zgomote vocale și acustice,"Plt. Dumitrică Eduard, reprezentant UAT Plăvițu Petrică, gestionar A.V.P.S. Lotru Pleșanu Eduard",MALAIA 8,,45.351900,24.020000,alungare,swapped,13524,
,Dâmbovița,MOROENI,Alungat,Mascul,"Evenimentul s-a produs în data de 27.08.2023, ora 23.30.Ursul a fost alungat cu semnale acustice și luminoase.",Reprezentant Jandarmerie; Reprezentant UAT Moroeni; Personal tehnic gestionar,VALEA IALOMITEI 16,,45.248710,25.415760,alungare,,243,
2023-08-31,Hunedoara,PETROŞANI,Alungat,Mascul,"Un exemplar de urs mascul a intrat în curtea unei persoane din Petrosani, str. Sălătruc nr. 24A unde s-a apropiat de locul de joaca al copiilor, punând în pericol siguranța și securitatea acestora.  Nu se menționeaza in raport cum a intervenit echipa de interventie. S-a considerat că nivelul de risc a fost unul ridicat.",Peroșani,PETROSANI 66,,45.385675,23.385646,alungare,,7414/31.08.2023,
,Buzău,GURA TEGHII,Alungat,,Aplelantul  a semnalat faptul ca o ursoaica cu 2 pui se afla pe strada. In momentul intalnirii echipei ursoaica nu se mai afla in zona.,"Responsabil IJJ Buzau, Reprezentant UAT Gura Teghii, responsabil AVPS Interagro Bucuresti",BASCA MARE 36,,45.4869646228,26.4257666251,alungare,,,
,Buzău,GURA TEGHII,Alungat,,"In data de 29.08.2023 a fost un apel 112 care anunta ca in localitatea Varlaam este prezent un urs. In momentul intalnirii echipei, ursul nu mai era in zona.","Reprezentant IJJ Buzau, reprezentant UAT Buzau, reprezentant AVPS Interagro, persoana pagubita.",BASCA MARE 36,,45.509118,26.441372,alungare,swapped,,
,Argeș,NUCŞOARA,Alungat,Femela,"In urma apelului telefonic, echipa de interventie s-a deplasat la locuinta apelantului. S-a patrulat in zona, ursul nemaifiind vazut.  In gradina casei, la aprox. 50m de locuinta au vazut un exemplar de urs . S-a folosit o petarda de infanterie, ursul  indepartandu-se in padure.","Jandarmerie, Primarie, Fond cinegetic,",CORBI 13,,45.332631,24.476276,alungare,swapped,,
2023-08-31,Brașov,BRAŞOV,Alungat,,În urma apelului la 112 s-a convocat echipa de intervenție în vederea alungării unui exemplar de urs brun din intravilanul mun.Brașov- zona Poiana Brasov.S-a alungat exemplarul din intravilan in zona impadurita.,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.593365,25.548479,alungare,,126175/31.08.2023,
2023-09-01,Brașov,BRAŞOV,Alungat,,"Ca urmare a sesizarii prin apel 112 s-a constituit echipa de interventie care a alungat un exemplar de urs din zona hotelului Alpin din Poiana Brasov .Alungarea a fost dificila, acesta hranindu-se din pubelele de gunoi menajer. S-a folosit spray Red Pepper pt indepartarea sa.","Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.596251,25.549974,alungare,,126785/01.09.2023,
,Brașov,SĂCELE,Altele,,"Raport nr 74525/31.08.2023 incheiat dupa actinuea de monitorizare a custii pt capturare amplasata in zona spitalului municipal Sacele. Ursul a stat la containerul din zona cca o ora, apoi s-a retras in padure.","Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",,,45.6177238841,25.6988969146,altele,,,
2023-08-25,Prahova,DRAJNA,Relocat,Femela,"Femela de 3 ani prinsa in lat, tranchilizata si relocata pe acelasi FC, crotaliu 016","Jandarmerie,  reprezentant UAT, medic veterinar, personal GFC",SLON 30,,45.161594,25.025313,relocare,swapped,8610/23.08.2023,016
2023-08-30,Prahova,IZVOARELE,Alungat,Mascul,"Exemplar de 3 ani care a intrat in gospodarie, nu a mai fost gasit la fata locului, s-au folosit semnale acustice si luminoase pentru alungare.","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",TELEAJEN 27,,45.171205,25.572083,alungare,swapped,8025/30.08.2023,
2023-08-30,Prahova,IZVOARELE,Alungat,Mascul,"Exemplar mascul de 5 ani, care a produs mai multe pagube in livada de pruni, indepartat cu mijloace acustice","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",TELEAJEN 27,,45.283604,25.945353,alungare,swapped,8071/30.08.2023,
2023-09-01,Prahova,IZVOARELE,Alungat,Mascul,"Exemplar mascul de 5 ani, care a produs mai multe pagube in livada de pruni, indepartat cu mijloace acustice","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",TELEAJEN 27,,45.283604,25.945353,alungare,swapped,8116/01.09.2023,
2023-09-01,Prahova,MĂNECIU,Alungat,,"Exemplar care a intrat in gospodarie unde a distrus obiecte, a fost gasit pe drumul de acces, s-au folosit semnale acustice si luminoase pentru alungare in padure","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",TELEAJEN 27,,45.442723,25.934828,alungare,swapped,13570/01.09.2023,
2023-08-29,Harghita,VOŞLĂBENI,Alungat,,Echipa a procedat la alungare unui exemplar de urs din intravilan.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",VOSLOBENI 14,,46.626300,25.683330,alungare,,fn. /29.08.2023,
2023-08-29,Harghita,VOŞLĂBENI,Alungat,Femela cu pui,"Echipa de interventie a alungat o femela de urs cu pui care mancau mere in curtea gospodariei,","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",VOSLOBENI 14,,46.626750,25.700140,alungare,,fn.29.08.2023,
2023-09-01,Brașov,SĂCELE,Alungat,,"Monitorizarea custii in vederea capturarii- zona Spitalului Municipal Săcele.Ursul a apărut în jurul orei 22,30 dar nu s-a apropiat de cușcă. Era un urs care avea crotaliu la ureche. A fost alungat ulterior","Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TARLUNG 25,,45.611349,25.716401,alungare,,74838/01.09.2023,
,Brașov,BRAŞOV,Alungat,,"Echipa de intervenție a alungat un exemplar de urs din zona str.Poiana Doamnei, stațiunea Poiana Brașov.Ursul frecventează pubelele de gunoi menajer din zona. Alungarea s-a facut folosindu-se mijloace acustice, sonore si luminoase.","Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.596251,25.549974,alungare,,127406,
,Argeș,AREFU,Alungat,,"Apel telefonic  prin care se semnala prezența unui urs  în apropierea grădinii apelantului,  din com. Arefu.  Echipa de interventie nu a vazut niciun exemplar de urs in zona. În jurul orelor 20-20,30 mai mulți vecini au alungat un exemplar de urs  la o distanță de aprox. 500-600 m , față de grădina apelantului.","Jandarmerie, Primărie",AREFU 5,,45.335090,24.643760,alungare,swapped,,
,Arges,SĂLĂTRUCU,Alungat,,"Apel telefonic  prin care se semnala prezența unui urs  în  gospodaria apelantei din com. Sălătrucu. Apelanta a făcut zgomot, iar ursul a părăsit gospodăria.  Echipa de intervenție ajunsa la fata locului  a procedat la  patrulare în zonă , însă nu a gasit niciun exemplar de urs .","Jandarmerie, Primărie, Fond cinegetic",SUICI 2,,45.303950,24.510413,alungare,swapped,,
,Arges,SĂLĂTRUCU,Alungat,,"Apel telefonic  prin care se semnala prezența unui  urs în  gospodaria apelantului din com. Sălătrucu.  Apelantul a prcizat faptul că în fiecare seară ursul vine în gospodăria sa. Apelantul a făcut zgomot, iar ursul a părăsit gospodăria.  Echipa de intervenție ajunsa la fata locului  a procedat la  patrulare în zonă , însă nu a gasit niciun exemplar de urs .","Jandarmerie, Primărie, Fond cinegetic",SUICI 2,,45.320240,24.511760,alungare,swapped,,
2023-09-01,Prahova,STARCHIOJD,Alungat,Mascul,"Apel 112, la sosirea echipei ursul nu mai era in gospodarie, s-au folosit mijloace luminoase si acustice pentru indepartare","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",BASCA FARA CALE 29,,45.184451,26.121093,alungare,swapped,4487/01.09.2023,
2023-09-04,Prahova,MĂNECIU,Alungat,,"Exemplar care a atacat si a ranit o persoana in incinta cabinei de paza a firmei Apasco, victima a fost dusa la urgente. A fost monitorizata zona, ursul nu a mai aparut","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",TELEAJEN 27,,45.324403,25.994221,alungare,swapped,13619/04.09.2023,
2023-09-04,Prahova,POSEŞTI,Alungat,,"La sosirea echipei ursul nu mai era in gospodarie, a distrus familii de albine, s-au folosit mijloace luminoase si acustice pentru indepartare","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",BASCA FARA CALE 29,,45.174676,26.093072,alungare,swapped,13637/04.09.2023,
2023-09-03,Prahova,BĂTRÂNI,Alungat,Mascul,"Apel 112, la sosirea echipei ursul nu mai era in gospodarie, s-au folosit mijloace luminoase si acustice pentru indepartare","Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",SLON 30,,45.323695,26.117640,alungare,swapped,6200/03.09.2023,
,Arges,CORBI,Alungat,,"Apel telefonic  prin care se semnala prezența unui  urs în   com. Corbi.  Echipa de intervenție ajunsa la fata locului  a procedat la  patrulare în zonă , însă nu a gasit niciun exemplar de urs .","Jandarmerie, Fond Vânătoare, Primărie",CORBI 13,,45.185123,24.475330,alungare,swapped,,
,Brașov,SĂCELE,Altele,,Raport nr 75278/05.09.2023. Raport intocmit dupa actiunea de monitorizare a custii amplasata in zona Spitalului Municipal Sacele. Ursul nu a fost capturat dar s-a observat ca este crotaliat.,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",,,45.6177238841,25.6988969146,altele,,,
2023-05-19,Mureș,PĂSĂRENI,Relocat,Femela cu pui,"In urma patrunderii repetate in intravilanul comunei Pasareni si a producerii pagubelor in gospodarii,  comisia a decis la relocarea unei ursoaice cu  3 pui in FC  nr. 29 Bistra.","Primar, Jandarmerie, Reprezentant asociatie de vanatoare,  medic veterinar",COCOS 17,,46.493567,24.694990,relocare,swapped,"7296/22,052023",
2023-06-06,Mureș,SOVATA,Relocat,Femela cu pui,Comisia a decis la relocarea unei ursoaice cu 3 pui din intravilanul orasului Sovata in FC  nr. 43 Sebes,"Primar, Jandarmerie, reprezentant asociatia de vanatoare, medic veterinar",SEBES 43,,46.600221,25.069937,relocare,,,642090003701409
2023-06-13,Mureș,LIVEZENI,Alungat,Femela cu pui,"S-a intervenit in intravilanul comunei Livezeni, str Sub Padure, nr. 12, la alungarea unei ursoaice cu un pui.","Viceprimar,  Jandarmerie, reprezentant asociatie de vanatoare, medic veterinar",COCOS 17,,46.545714,24.632417,alungare,,1548/13.06.2023,
2023-06-14,Mureș,CORUNCA,Alungat,,"S-a intervenit in intravilanul comunei Corunca, str Liliacului, nr. 19 , prin mijloace acustice si sonore, animalul s-a retras in padure.","Viceprimar, IJJ Mures, reprezentant asociatie de vanatoarem medic veterinar",COCOS 17,,46.525092,24.609085,alungare,,8568/14.06.2023,
,Mureș,ACĂŢARI,Alungat,,"Comisia adecis la alungarea unui exemplar de urs din intravilanul  loc. Găieşti, comuna Acăţari, jud. Mureş.","Primar, Jandarmerie, reprezentant asociatie de vanatoare, medic veterinar",GALATENI 19,,46.254873,24.402333,alungare,,"4312/19.06,2023",
,Mureș,COROISÂNMĂRTIN,Alungat,,S-a decis la alungarea unui exemplar de urs din com Coroisanmartin,"Primar, reprezentant asociatie de vanatoare,  medic veterinar",VIISOARA 60,,46.406399,24.595739,alungare,,"1448/25.06,2023",
2023-06-24,Mureș,COROISÂNMĂRTIN,Alungat,,"Urs alungat din intravilanul comunei Coroisanmartin, jud Mures.","Reprezentant primarie, reprezentant asociatie de vanatoare , medic veterinar",VIISOARA 60,,46.406399,24.595739,alungare,,1447/24.06.2023,
2023-06-27,Mureș,CORUNCA,Alungat,,"S-a procedat la alungarea unei ursoaice cu un pui din intravilanul loc. Bozeni, com Corunca,  jud. Mures, din livada de cireş . Evenimentul a avut loc la ora 14:05,  oamenii erau in livada la cules.","Viceprimar, repr. IJJ Mures, reprezentant asociatie de vanatoare, medic veterinar",COCOS 17,,46.531120,24.669513,alungare,,9219/27.06.2023,
